empid,gender,age,maritalstatus,joblevel,experience,occupation,emptype,wlb,workenv,physicalactivityhours,workload,stress,sleephours,commutemode,commutedistance,numcompanies,teamsize,numreports,edulevel,haveot,traininghoursperyear,jobsatisfaction,work_schedule_variability,work_schedule_variability_logit,pause_work,pause_work_logit,work_pace,work_pace_pca
2944,Male,28,Single,Senior,6,Sales,Part-Time,3,2,0.2,2,5,7.1,Car,8,2,21,1,Bachelor,False,43.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2972,Female,27,Single,Mid,5,Operations,Full-Time,1,2,2.3,2,3,8.4,Public Transport,10,1,12,0,Bachelor,True,32.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
245,Male,37,Married,Senior,15,Finance,Full-Time,4,2,0.0,5,4,7.0,Car,20,5,23,2,Bachelor,False,47.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
254,Male,45,Married,Senior,6,Finance,Full-Time,4,2,2.9,4,5,8.3,Car,28,7,20,8,Bachelor,False,43.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
267,Female,33,Single,Mid,11,Operations,Full-Time,1,4,2.9,4,1,6.3,Walk,2,3,11,0,Bachelor,True,35.5,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
272,Male,60,Married,Senior,1,Sales,Full-Time,1,3,2.2,3,5,7.8,Public Transport,20,12,19,4,Bachelor,False,40.5,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
276,Female,55,Married,Senior,18,Sales,Full-Time,2,1,0.6,4,1,5.5,Bike,10,11,24,6,Bachelor,False,49.0,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
294,Male,38,Single,Mid,4,Finance,Full-Time,4,3,2.6,3,3,5.8,Public Transport,26,5,12,0,Bachelor,True,32.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
301,Male,30,Married,Senior,2,Sales,Full-Time,5,2,3.6,4,3,7.4,Walk,1,2,23,9,Bachelor,True,41.0,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
312,Male,31,Single,Senior,9,Sales,Full-Time,2,3,0.0,3,1,6.8,Public Transport,7,3,19,7,Bachelor,True,44.5,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
316,Male,34,Single,Mid,12,Finance,Part-Time,2,1,1.6,4,3,7.8,Motorbike,3,4,12,0,Bachelor,False,36.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
343,Other,47,Single,Senior,15,Operations,Full-Time,2,2,0.7,3,2,6.4,Car,27,8,19,5,Bachelor,False,47.5,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1078,Other,36,Single,Mid,11,Finance,Contract,4,4,2.2,4,1,6.5,Motorbike,6,4,12,0,Bachelor,False,35.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1079,Female,50,Married,Senior,22,Legal,Full-Time,3,5,0.7,4,1,4.0,Car,29,9,25,2,Bachelor,False,51.0,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1085,Male,44,Divorced,Mid,18,HR,Full-Time,4,4,0.3,1,4,7.7,Motorbike,18,7,15,0,Bachelor,False,39.0,2,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1086,Male,45,Divorced,Senior,5,IT,Full-Time,2,3,3.2,2,1,7.1,Bike,9,7,20,6,Bachelor,True,42.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1092,Female,44,Married,Senior,22,Legal,Part-Time,4,4,2.1,4,1,8.2,Walk,2,7,23,4,Bachelor,False,51.0,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1097,Female,53,Married,Senior,23,Operations,Full-Time,3,4,1.2,1,1,6.2,Public Transport,9,10,21,1,Bachelor,False,51.5,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1103,Male,44,Married,Senior,20,IT,Part-Time,4,3,2.9,5,1,7.1,Public Transport,7,7,18,8,Bachelor,True,50.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1104,Male,36,Married,Senior,14,Operations,Full-Time,4,4,0.8,5,1,6.7,Bike,2,4,15,2,Bachelor,False,47.0,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1109,Female,50,Married,Lead,11,HR,Full-Time,4,3,1.6,4,1,5.9,Car,22,9,22,8,Bachelor,False,55.5,2,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1116,Female,31,Single,Senior,9,Customer Service,Contract,5,4,3.2,2,5,6.1,Bike,9,3,18,7,Bachelor,False,44.5,2,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
1120,Other,36,Single,Senior,14,IT,Full-Time,3,5,2.2,5,1,6.5,Public Transport,21,4,15,3,Bachelor,True,47.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1121,Female,28,Married,Senior,6,HR,Full-Time,1,2,0.6,1,1,5.7,Public Transport,29,2,25,1,Bachelor,False,43.0,2,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1124,Male,54,Married,Senior,6,IT,Part-Time,5,3,3.8,2,1,5.0,Walk,1,10,23,2,Bachelor,True,43.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1127,Other,31,Single,Mid,9,Sales,Part-Time,3,1,0.8,3,1,7.3,Public Transport,15,3,10,0,Bachelor,False,34.5,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1128,Female,46,Married,Senior,24,Finance,Part-Time,4,1,3.5,2,1,5.3,Car,15,8,16,6,Bachelor,False,52.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1129,Male,56,Married,Lead,6,IT,Contract,3,5,3.2,3,2,5.6,Car,16,11,21,8,Bachelor,True,53.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1143,Male,52,Married,Lead,12,IT,Full-Time,2,5,0.8,1,1,7.2,Walk,1,10,25,1,Bachelor,True,56.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1153,Male,32,Single,Senior,8,Legal,Full-Time,4,1,2.0,3,1,7.1,Car,27,3,18,1,Bachelor,False,44.0,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1154,Female,35,Married,Mid,10,Marketing,Contract,5,3,2.6,2,3,8.2,Walk,2,4,11,0,Bachelor,False,35.0,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1156,Male,48,Divorced,Senior,9,Finance,Contract,4,4,2.0,4,3,7.3,Car,15,8,17,7,Bachelor,False,44.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1162,Male,41,Married,Lead,5,IT,Full-Time,4,1,2.7,2,3,9.9,Walk,2,6,21,4,Bachelor,True,52.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1166,Female,38,Married,Senior,2,Legal,Part-Time,3,5,2.3,5,2,7.6,Public Transport,7,5,22,7,Bachelor,False,41.0,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1168,Female,47,Divorced,Senior,1,Marketing,Full-Time,3,3,2.4,1,1,4.8,Walk,2,8,18,5,Bachelor,False,40.5,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1172,Female,50,Married,Lead,11,Operations,Contract,2,4,1.4,1,2,5.5,Bike,9,9,26,5,Bachelor,False,55.5,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1185,Female,52,Married,Senior,15,Legal,Full-Time,3,2,2.5,3,1,6.7,Public Transport,24,10,19,2,Bachelor,False,47.5,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1186,Female,34,Married,Senior,12,IT,Full-Time,3,4,0.1,4,1,8.2,Car,12,4,19,5,Bachelor,True,46.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1187,Female,32,Single,Senior,8,Operations,Part-Time,2,5,2.1,4,3,6.5,Walk,1,3,19,5,Bachelor,False,44.0,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1195,Male,56,Married,Senior,9,Operations,Part-Time,3,3,0.0,1,1,7.0,Motorbike,17,11,22,1,Bachelor,True,44.5,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1197,Female,52,Married,Senior,28,Finance,Full-Time,3,5,3.8,3,2,6.9,Car,7,10,20,2,Bachelor,False,54.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1198,Female,42,Married,Lead,20,Finance,Part-Time,1,5,3.1,3,1,7.2,Car,24,6,21,4,Bachelor,False,60.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1201,Male,54,Married,Senior,11,Finance,Full-Time,3,4,0.7,5,1,6.7,Bike,5,10,21,1,Bachelor,False,45.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1206,Other,42,Single,Mid,4,Operations,Full-Time,3,3,3.6,2,1,7.1,Bike,1,6,13,0,Bachelor,True,32.0,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1210,Male,36,Single,Mid,9,Marketing,Full-Time,4,1,1.9,5,1,7.4,Car,25,4,15,0,Bachelor,False,34.5,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1211,Male,51,Divorced,Senior,23,Finance,Contract,2,2,0.5,3,1,6.3,Motorbike,4,9,21,4,Bachelor,False,51.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1219,Male,52,Married,Senior,24,Sales,Full-Time,5,1,1.5,3,1,7.0,Walk,2,10,17,7,Bachelor,True,52.0,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1223,Male,33,Single,Senior,11,IT,Contract,2,2,1.0,2,1,8.5,Car,15,3,15,5,Bachelor,True,45.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1224,Female,40,Married,Mid,2,Sales,Full-Time,2,3,3.6,1,1,7.2,Public Transport,23,6,13,0,Bachelor,False,31.0,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1227,Male,33,Married,Senior,11,IT,Full-Time,2,4,0.9,3,1,10.0,Public Transport,7,3,22,9,Bachelor,True,45.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1229,Female,50,Married,Lead,3,Finance,Full-Time,2,5,1.8,3,2,5.0,Bike,9,9,20,1,Bachelor,False,51.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1244,Other,44,Single,Lead,22,Legal,Full-Time,2,5,2.1,1,3,7.0,Public Transport,16,7,26,5,Bachelor,True,61.0,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1246,Male,38,Married,Senior,16,Sales,Part-Time,4,3,2.4,5,1,7.1,Bike,6,5,15,1,Bachelor,False,48.0,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1247,Female,45,Single,Mid,23,Sales,Full-Time,2,3,1.9,5,1,8.0,Car,26,7,10,0,Bachelor,False,41.5,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1255,Male,36,Single,Senior,1,Sales,Contract,1,2,0.3,1,3,9.4,Public Transport,27,4,15,5,Bachelor,False,40.5,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1256,Female,46,Married,Mid,5,IT,Full-Time,3,5,1.3,1,1,6.8,Public Transport,14,8,15,0,Bachelor,True,32.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1258,Female,40,Married,Senior,8,HR,Full-Time,2,3,3.0,1,3,8.0,Walk,2,6,20,8,Bachelor,False,44.0,2,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1261,Other,39,Single,Senior,17,IT,Full-Time,4,3,1.4,3,1,7.2,Car,26,5,16,7,Bachelor,True,48.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1262,Male,35,Married,Senior,13,Operations,Contract,4,4,0.2,3,3,6.2,Public Transport,22,4,15,8,Bachelor,False,46.5,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1264,Male,46,Married,Lead,17,Finance,Part-Time,5,2,1.2,3,3,8.0,Car,26,8,21,9,Bachelor,False,58.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1265,Female,25,Single,Mid,3,Finance,Full-Time,3,5,2.1,4,1,7.6,Public Transport,13,1,10,0,Bachelor,False,31.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1266,Male,28,Married,Mid,6,IT,Full-Time,2,3,1.9,1,2,7.6,Public Transport,10,2,15,0,Bachelor,True,33.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1268,Male,39,Single,Senior,17,Operations,Full-Time,2,4,0.8,1,1,6.4,Car,24,5,24,7,Bachelor,False,48.5,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1271,Male,33,Single,Mid,11,Legal,Part-Time,1,1,2.2,3,2,9.3,Public Transport,19,3,13,0,Bachelor,False,35.5,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1273,Male,37,Married,Mid,10,IT,Full-Time,4,3,2.6,5,1,6.7,Bike,10,5,14,0,Bachelor,False,35.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1274,Female,54,Married,Senior,17,Sales,Full-Time,5,5,1.8,1,5,5.9,Walk,2,10,25,1,Bachelor,False,48.5,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1275,Male,53,Married,Senior,5,Finance,Full-Time,3,2,1.7,4,1,9.7,Car,28,10,16,4,Bachelor,False,42.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1276,Male,35,Married,Senior,13,Finance,Part-Time,3,3,3.1,4,3,7.5,Car,21,4,25,9,Bachelor,False,46.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1283,Female,30,Married,Senior,8,Finance,Part-Time,5,1,0.6,3,2,7.4,Public Transport,10,2,18,6,Bachelor,False,44.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1295,Male,48,Married,Senior,26,IT,Part-Time,5,5,2.3,3,2,6.2,Walk,1,8,24,1,Bachelor,False,53.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1296,Female,60,Divorced,Senior,22,IT,Full-Time,2,3,2.4,4,1,8.1,Public Transport,28,12,25,3,Bachelor,True,51.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1297,Female,33,Married,Mid,3,Marketing,Part-Time,3,3,2.8,2,3,6.3,Public Transport,27,3,10,0,Bachelor,False,31.5,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1299,Female,28,Single,Senior,6,Sales,Full-Time,5,3,0.5,3,1,6.1,Public Transport,24,2,17,3,Bachelor,False,43.0,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1301,Female,49,Divorced,Senior,5,Customer Service,Full-Time,3,1,2.4,1,1,6.8,Car,6,9,16,6,Bachelor,False,42.5,2,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
1302,Female,26,Single,Senior,4,IT,Full-Time,5,5,3.1,2,3,8.5,Car,23,1,23,9,Bachelor,True,42.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1303,Male,31,Single,Senior,9,IT,Full-Time,5,1,1.3,1,1,7.0,Bike,9,3,21,7,Bachelor,True,44.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1306,Male,59,Married,Senior,24,Operations,Contract,4,1,3.0,1,1,6.6,Walk,2,12,17,7,Bachelor,False,52.0,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1309,Male,59,Married,Senior,13,IT,Full-Time,3,3,0.8,1,1,5.8,Car,12,12,15,9,Bachelor,True,46.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1314,Female,33,Married,Senior,11,Sales,Full-Time,4,5,2.1,3,1,6.4,Car,11,3,19,8,Bachelor,False,45.5,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1316,Female,34,Married,Mid,11,Legal,Full-Time,3,5,1.4,5,2,8.2,Car,21,4,13,0,Bachelor,False,35.5,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1319,Male,59,Married,Senior,14,Sales,Full-Time,3,3,3.8,3,3,8.6,Car,26,12,15,5,Bachelor,False,47.0,2,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1329,Male,30,Single,Senior,2,Operations,Part-Time,4,4,3.2,2,1,7.1,Public Transport,7,2,18,6,Bachelor,True,41.0,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1331,Male,36,Married,Senior,5,Customer Service,Part-Time,2,4,1.4,1,1,6.0,Public Transport,19,4,15,1,Bachelor,False,42.5,2,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
1339,Male,28,Single,Mid,6,Finance,Full-Time,3,2,1.9,4,1,6.3,Bike,9,2,15,0,Bachelor,False,33.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1348,Other,33,Single,Senior,11,IT,Part-Time,5,2,1.5,3,2,6.7,Public Transport,17,3,17,5,Bachelor,False,45.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1351,Female,36,Married,Senior,10,Legal,Full-Time,5,4,1.7,1,2,5.9,Walk,1,4,18,7,Bachelor,False,45.0,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1352,Male,32,Married,Senior,1,IT,Full-Time,1,4,2.2,3,1,8.2,Car,15,3,18,4,Bachelor,True,40.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1355,Female,33,Married,Senior,11,Legal,Full-Time,4,5,4.0,2,1,7.0,Car,5,3,25,6,Bachelor,True,45.5,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1359,Male,26,Single,Senior,4,Marketing,Full-Time,5,3,0.6,3,1,6.0,Car,5,1,23,4,Bachelor,False,42.0,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1366,Female,35,Married,Mid,12,Marketing,Full-Time,5,2,2.0,4,2,7.0,Public Transport,18,4,10,0,Bachelor,False,36.0,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1367,Female,38,Married,Senior,16,Operations,Part-Time,4,3,2.8,2,1,6.9,Public Transport,22,5,25,9,Bachelor,True,48.0,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1368,Female,30,Single,Senior,3,Operations,Full-Time,4,5,0.3,1,2,5.7,Bike,10,2,25,9,Bachelor,False,41.5,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1369,Other,49,Single,Lead,23,Marketing,Part-Time,5,5,2.6,5,2,5.4,Public Transport,18,9,25,9,Bachelor,False,61.5,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1381,Male,53,Married,Lead,19,Finance,Full-Time,4,5,2.2,5,2,5.8,Bike,3,10,24,1,Bachelor,False,59.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1383,Male,42,Married,Senior,16,IT,Full-Time,5,4,1.0,4,1,7.3,Car,26,6,21,5,Bachelor,False,48.0,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1388,Male,52,Married,Senior,19,IT,Full-Time,5,5,3.1,2,3,8.4,Car,16,10,21,8,Bachelor,True,49.5,2,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1389,Male,34,Married,Mid,12,Operations,Contract,2,4,2.6,3,3,7.4,Public Transport,20,4,14,0,Bachelor,False,36.0,2,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1390,Male,36,Married,Senior,14,Finance,Full-Time,2,5,4.8,4,3,6.8,Bike,3,4,24,3,Bachelor,False,47.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1395,Female,49,Divorced,Senior,1,Finance,Part-Time,2,3,3.3,3,1,9.0,Motorbike,19,9,18,6,Bachelor,False,40.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1396,Female,40,Married,Senior,18,Marketing,Full-Time,4,5,1.1,4,1,7.1,Car,10,6,19,4,Bachelor,False,49.0,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1397,Female,29,Single,Mid,4,Marketing,Full-Time,2,1,2.5,1,2,7.5,Car,28,2,14,0,Bachelor,False,32.0,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1398,Female,54,Married,Senior,4,Finance,Contract,1,4,3.0,1,4,6.4,Motorbike,9,10,17,8,Bachelor,False,42.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1399,Male,57,Married,Lead,9,Finance,Full-Time,2,5,0.2,2,2,6.2,Walk,2,11,22,7,Bachelor,False,54.5,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1402,Male,32,Married,Senior,10,HR,Full-Time,1,4,0.9,3,1,6.0,Walk,1,3,18,5,Bachelor,False,45.0,2,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1405,Male,32,Married,Senior,10,Legal,Contract,4,4,1.1,5,3,7.7,Motorbike,11,3,24,3,Bachelor,False,45.0,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1412,Female,52,Married,Senior,2,Marketing,Full-Time,1,5,2.9,4,1,7.9,Public Transport,14,10,20,4,Bachelor,False,41.0,2,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
1414,Male,53,Divorced,Lead,25,Legal,Part-Time,4,4,2.4,3,1,6.4,Car,18,10,22,5,Bachelor,False,62.5,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1420,Female,38,Married,Senior,9,Legal,Part-Time,5,3,0.8,3,1,5.8,Car,27,5,15,9,Bachelor,False,44.5,2,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1421,Male,38,Married,Senior,16,Finance,Part-Time,5,3,1.9,2,3,7.8,Bike,5,5,22,6,Bachelor,False,48.0,2,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
